question,label
아니 내일 충청남도 청양군 미세먼지 알려줄래요,O S-DATE B-LOCATION E-LOCATION O O
아니 충남 청양 공기 말해줄래여,O B-LOCATION E-LOCATION O O
아니 오늘 청양군 공기 뭐임,O S-DATE S-LOCATION O O
아니 청양 공기 말해줘여,O S-LOCATION O O
아니 내일 충청남도 논산시 미세먼지 알려줄래여,O S-DATE B-LOCATION E-LOCATION O O
아니 충남 논산 공기 말해줄랭,O B-LOCATION E-LOCATION O O
아니 오늘 논산시 공기 뭐지,O S-DATE S-LOCATION O O
아니 논산 공기 말해줘요,O S-LOCATION O O
아니 내일 충청남도 당진시 미세먼지 알려줄래요,O S-DATE B-LOCATION E-LOCATION O O
아니 충남 당진 공기 말해줄래요,O B-LOCATION E-LOCATION O O
아니 오늘 당진시 공기 뭐임,O S-DATE S-LOCATION O O
아니 당진 공기 말해줘요,O S-LOCATION O O
아니 내일 충청남도 보령시 미세먼지 알려줄래요,O S-DATE B-LOCATION E-LOCATION O O
아니 충남 보령 공기 말해줄래요,O B-LOCATION E-LOCATION O O
아니 오늘 보령시 공기 뭐에요,O S-DATE S-LOCATION O O
아니 보령 공기 말해줘여,O S-LOCATION O O
아니 내일 충청남도 예산군 미세먼지 알려줄래여,O S-DATE B-LOCATION E-LOCATION O O
아니 충남 예산 공기 말해줄래요,O B-LOCATION E-LOCATION O O
아니 오늘 예산군 공기 뭐에요,O S-DATE S-LOCATION O O
예산 공기 말해줘요 ㅋㅋ,S-LOCATION O O O
내일 충청남도 아산시 미세먼지 알려줄래요 ㅋㅋ,S-DATE B-LOCATION E-LOCATION O O O
다음 주 전주 미세먼지 심하려나요 ㅋㅋ,B-DATE E-DATE S-LOCATION O O O
이번 주 서울 황사 오나여 ㅋㅋ,B-DATE E-DATE S-LOCATION O O O
이번 주 대구 공기 미세먼지 어떤지 알려줘여 ㅋㅋ,B-DATE E-DATE S-LOCATION O O O O O
부산 이번 주 공기 맑은지 알려줄래여 ㅋㅋ,S-LOCATION B-DATE E-DATE O O O O
광주 이번 주 황사 오려나여 ㅋㅋ,S-LOCATION B-DATE E-DATE O O O
울산 이번 주 미세먼지 어때여 ㅋㅋ,S-LOCATION B-DATE E-DATE O O O
이번 주 인천 공기 황사 오니여 ㅋㅋ,B-DATE E-DATE S-LOCATION O O O O
이번 주 전주 미세먼지 어떤지 알려줄래여 ㅋㅋ,B-DATE E-DATE S-LOCATION O O O O
이번 주 강릉 맑아여 ㅋㅋ,B-DATE E-DATE S-LOCATION O O
이번 주 속초 공기 먼지 ㅋㅋ,B-DATE E-DATE S-LOCATION O O O
이번 주 과천 황사 오나여 ㅋㅋ,B-DATE E-DATE S-LOCATION O O O
말하자면 이번 주 군산 미세먼지 어때여,O B-DATE E-DATE S-LOCATION O O
말하자면 충남 아산 공기 말해줄래여,O B-LOCATION E-LOCATION O O
말하자면 오늘 아산시 공기 뭐에여,O S-DATE S-LOCATION O O
말하자면 아산 공기 말해줘여,O S-LOCATION O O
말하자면 내일 충청남도 천안시 미세먼지 알려줄래여,O S-DATE B-LOCATION E-LOCATION O O
ㅋㅋ 충남 천안 공기 말해줄래여,O B-LOCATION E-LOCATION O O
ㅋㅋ 오늘 천안시 공기 뭐에여,O S-DATE S-LOCATION O O
ㅋㅋ 천안 공기 말해줘여,O S-LOCATION O O
ㅋㅋ 내일 충청남도 당진 미세먼지 알려줄래여,O S-DATE B-LOCATION E-LOCATION O O
ㅋㅋ 충남 당진 공기 말해줄래여,O B-LOCATION E-LOCATION O O
오늘 당진시 결국 공기 뭐에여,S-DATE S-LOCATION O O O
당진 공기 말해줘 ㅎㅎ,S-LOCATION O O O
내일 충청남도 홍성군 그니까 미세먼지 알려줄래요,S-DATE B-LOCATION E-LOCATION O O O
충남 홍성 공기 말해줄래 ㅎㅎ,B-LOCATION E-LOCATION O O O
오늘 홍성군 공기 좀 뭐냐고 ㅎㅎ,S-DATE S-LOCATION O O O O
홍성 공기 ㅋㅋ 말해줘 ㅎㅎ,S-LOCATION O O O O
내일 그니까 충남 계룡 미세먼지 알려줄래 ㅎㅎ,S-DATE O B-LOCATION E-LOCATION O O O
오늘 그니까 충남 대전 미세먼지 알려줄래 ㅎㅎ,S-DATE O B-LOCATION E-LOCATION O O O
내일 하여튼 충남 서천시 미세먼지 알려줄래 ㅎㅎ,S-DATE O B-LOCATION E-LOCATION O O O
내일 그니까 충청남도 계룡 미세먼지 알려줄래 ㅎㅎ,S-DATE O B-LOCATION E-LOCATION O O O
내일 알았으니까 충청남도 서천 미세먼지 알려줄래 ㅎㅎ,S-DATE O B-LOCATION E-LOCATION O O O
내일 아무튼 충청남도 계룡시 미세먼지 알려줄래 ㅎㅎ,S-DATE O B-LOCATION E-LOCATION O O O
아무튼 충남 계룡 공기 말해줄래 ㅎㅎ,O B-LOCATION E-LOCATION O O O
아무튼 오늘 계룡시 공기 뭐야 ㅎㅎ,O S-DATE S-LOCATION O O O
하여튼 계룡 공기 말해줘 ㅎㅎ,O S-LOCATION O O O
그려 내일 충청남도 서천시 미세먼지 알려줄래 ㅎㅎ,O S-DATE B-LOCATION E-LOCATION O O O
그래 충남 서천 공기 말해줄래 ㅎㅎ,O B-LOCATION E-LOCATION O O O
아무튼 오늘 서천시 공기 뭐야 ㅎㅎ,O S-DATE S-LOCATION O O O
어쨋든 서천 공기 말해줘 ㅎㅎ,O S-LOCATION O O O
그래 군산 대야 공기 말해줄래 ㅎㅎ,O B-LOCATION E-LOCATION O O O
아무튼 오늘 대야면 공기 뭐야 ㅎㅎ,O S-DATE S-LOCATION O O O
그니까 대야 공기 말해줘 ㅎㅎ,O S-LOCATION O O O
그래 내일 전라북도 임실군 미세먼지 알려줄래 ㅎㅎ,O S-DATE B-LOCATION E-LOCATION O O O
그려 전북 임실 공기 말해줄래 ㅎㅎ,O B-LOCATION E-LOCATION O O O
그래 오늘 임실군 공기 뭐야 ㅎㅎ,O S-DATE S-LOCATION O O O
그래 임실 공기 말해줘 ㅎㅎ,O S-LOCATION O O O
응 내일 전라북도 장수군 미세먼지 알려줄래 ㅎㅎ,O S-DATE B-LOCATION E-LOCATION O O O
응 전북 무주군 공기 좀 말해주세요 ㅎㅎ,O B-LOCATION E-LOCATION O O O O
응 오늘 완주군 미세먼지 알려주라 ㅎㅎ,O S-DATE S-LOCATION O O O
응 정읍 공기 뭐야 ㅎㅎ,O S-LOCATION O O O
응 내일 전라북도 장수군 미세먼지 알려줄래 ㅎㅎ,O S-DATE B-LOCATION E-LOCATION O O O
응 전북 무주군 공기 좀 말해주세요 ㅎㅎ,O B-LOCATION E-LOCATION O O O O
응 오늘 완주군 미세먼지 알려주라 ㅎㅎ,O S-DATE S-LOCATION O O O
응 정읍 공기 뭐야 ㅎㅎ,O S-LOCATION O O O
응 내일 전라북도 익산시 미세먼지 알려줄래 ㅎㅎ,O S-DATE B-LOCATION E-LOCATION O O O
응 전북 고창군 공기 좀 말해주세요 ㅎㅎ,O B-LOCATION E-LOCATION O O O O
응 오늘 완주군 미세먼지 알려주라 ㅎㅎ,O S-DATE S-LOCATION O O O
응 고창군 공기 뭐야 ㅎㅎ,O S-LOCATION O O O
응 내일 전라북도 남원시 미세먼지 알려줄래 ㅎㅎ,O S-DATE B-LOCATION E-LOCATION O O O
응 다음 주 전주 미세먼지 심하려나 ㅎㅎ,O B-DATE E-DATE S-LOCATION O O O
응 이번 주 서울 황사 오니 ㅎㅎ,O B-DATE E-DATE S-LOCATION O O O
응 이번 주 대구 공기 미세먼지 어떤지 알려줘 ㅎㅎ,O B-DATE E-DATE S-LOCATION O O O O O
응 부산 이번 주 공기 맑은지 알려줄래 ㅎㅎ,O S-LOCATION B-DATE E-DATE O O O O
응 광주 이번 주 황사 오려나 ㅎㅎ,O S-LOCATION B-DATE E-DATE O O O
응 울산 이번 주 미세먼지 어때 ㅎㅎ,O S-LOCATION B-DATE E-DATE O O O
응 이번 주 인천 공기 황사 ㅋㅋ ㅎㅎ,O B-DATE E-DATE S-LOCATION O O O O
이번 주 전주 미세먼지 어떤지 알려줄래 좀 ㅎㅎ,B-DATE E-DATE S-LOCATION O O O O O
이번 주 강릉 맑아 좀 ㅎㅎ,B-DATE E-DATE S-LOCATION O O O
이번 주 속초 공기 미세먼지 좀 ㅎㅎ,B-DATE E-DATE S-LOCATION O O O O
이번 주 과천 황사 ㅋㅋ 좀 ㅎㅎ,B-DATE E-DATE S-LOCATION O O O O
이번 주 군산 미세먼지 어때 좀 ㅎㅎ,B-DATE E-DATE S-LOCATION O O O O
전북 군산시 공기 좀 말해주세요 좀 ㅎㅎ,B-LOCATION E-LOCATION O O O O O
오늘 순창군 미세먼지 알려주라 좀 ㅎㅎ,S-DATE S-LOCATION O O O O
익산 공기 뭐야 좀 ㅎㅎ,S-LOCATION O O O O
내일 전라북도 군산 미세먼지 알려줄래 좀 ㅎㅎ,S-DATE B-LOCATION E-LOCATION O O O O
전북 김제 공기 좀 말해주세요 좀 ㅎㅎ,B-LOCATION E-LOCATION O O O O O
오늘 김제시 미세먼지 알려주라 좀 ㅎㅎ,S-DATE S-LOCATION O O O O
요컨데 부안 공기 뭐야 ㅎㅎ,O S-LOCATION O O O
즉 내일 전라북도 진안 미세먼지 알려줄래 ㅎㅎ,O S-DATE B-LOCATION E-LOCATION O O O
결국 전북 진안군 공기 좀 말해주세요 ㅎㅎ,O B-LOCATION E-LOCATION O O O O
결국 오늘 무주군 미세먼지 알려주라 ㅎㅎ,O S-DATE S-LOCATION O O O
결국 무주 공기 뭐야 ㅎㅎ,O S-LOCATION O O O
결국 내일 전라북도 무주군 미세먼지 알려줄래 ㅎㅎ,O S-DATE B-LOCATION E-LOCATION O O O
결국 전북 진안군 공기 좀 말해주세요 ㅎㅎ,O B-LOCATION E-LOCATION O O O O
결국 오늘 무주군 미세먼지 알려주라 ㅎㅎ,O S-DATE S-LOCATION O O O
결국 진안 공기 뭐야 ㅎㅎ,O S-LOCATION O O O
결국 내일 전라북도 부안군 미세먼지 알려줄래 ㅎㅎ,O S-DATE B-LOCATION E-LOCATION O O O
아니 전북 순창군 공기 좀 말해주세요 ㅎㅎ,O B-LOCATION E-LOCATION O O O O
아니 오늘 순창군 미세먼지 알려주라 ㅎㅎ,O S-DATE S-LOCATION O O O
응 부안 공기 뭐야 ㅎㅎ,O S-LOCATION O O O
응 내일 전라북도 김제시 미세먼지 알려줄래 ㅎㅎ,O S-DATE B-LOCATION E-LOCATION O O O
응 전북 김제 공기 좀 말해주세요 ㅎㅎ,O B-LOCATION E-LOCATION O O O O
ㅇㅇ 오늘 익산시 미세먼지 알려주라 ㅎㅎ,O S-DATE S-LOCATION O O O
ㅇㅇ 김제 공기 뭐야 ㅎㅎ,O S-LOCATION O O O
ㅇㅇ 내일 전라북도 무주군 미세먼지 알려줄래 ㅎㅎ,O S-DATE B-LOCATION E-LOCATION O O O
ㅋ 임실 황사 올까 ㅎㅎ,O S-LOCATION O O O
ㅋㅋㅋ 영덕 마스크 쓸까 ㅎㅎ,O S-LOCATION O O O
ㅋㅋ 함평 마스크 가져갈래 ㅎㅎ,O S-LOCATION O O O
ㅋㅋ 철원 미세먼지 ㅎㅎ,O S-LOCATION O O
ㅋㅋ 화천 미세먼지 ㅎㅎ,O S-LOCATION O O
ㅋㅋㅋ 목포 공기 미세먼지 ㅎㅎ,O S-LOCATION O O O
ㅋㅋㅋ 남양주 마스크 챙길까예 ㅎㅎ,O S-LOCATION O O O
ㅋㅋ 상주 미세먼지 ㅎㅎ,O S-LOCATION O O
ㅋㅋ 대구 마스크 써야 하나 ㅎㅎ,O S-LOCATION O O O O
ㅋ 남양주 황사 심하냐고 ㅎㅎ,O S-LOCATION O O O
ㅋㅋ 원주 미세먼지 ㅎㅎ,O S-LOCATION O O
ㅋㅋㅋ 순천 황사 심하냐고 ㅎㅎ,O S-LOCATION O O O
ㅋ 김천 미세먼지 ㅎㅎ,O S-LOCATION O O
ㅋㅋ 광명 미세먼지 ㅎㅎ,O S-LOCATION O O
ㅎㅋㅋ 거창 마스크 가져가야하나 ㅎㅎ,O S-LOCATION O O O
ㅋㅎ 칠곡 공기 공기 ㅎㅎ,O S-LOCATION O O O
ㅎㅋㅋ 밀양 황사 심하냐고 ㅎㅎ,O S-LOCATION O O O
철원 아하 공기 미세먼지 ㅎㅎ,S-LOCATION O O O O
영광 아하 공기 미세먼지 ㅎㅎ,S-LOCATION O O O O
음성 아하 공기 미세먼지 ㅎㅎ,S-LOCATION O O O O
울릉 아하 공기 미세먼지 ㅎㅎ,S-LOCATION O O O O
과천 아하 공기 미세먼지 ㅎㅎ,S-LOCATION O O O O
나주 아하 공기 공기 ㅎㅎ,S-LOCATION O O O O
남양주 아하 공기 미세먼지 ㅎㅎ,S-LOCATION O O O O
속초 그럼 공기 공기 ㅎㅎ,S-LOCATION O O O O
청주 그럼 공기 미세먼지 ㅎㅎ,S-LOCATION O O O O
금산 그럼 마스크 가져갈래 ㅎㅎ,S-LOCATION O O O O
고양 그럼 공기 공기 ㅎㅎ,S-LOCATION O O O O
영암 그럼 마스크 챙길까예 ㅎㅎ,S-LOCATION O O O O
고창 그럼 미세먼지 ㅎㅎ,S-LOCATION O O O
고양 그럼 미세먼지 어떨까 ㅎㅎ,S-LOCATION O O O O
익산 그럼 공기 미세먼지 ㅎㅎ,S-LOCATION O O O O
구미 그럼 마스크 챙길까예 ㅎㅎ,S-LOCATION O O O O
음 음성 황사 올까 ㅎㅎ,O S-LOCATION O O O
음 영동 공기 어떠냐 ㅎㅎ,O S-LOCATION O O O
음 철원 공기 미세먼지 ㅎㅎ,O S-LOCATION O O O
음 경주 미세먼지 ㅎㅎ,O S-LOCATION O O
음 철원 마스크 가져갈래 ㅎㅎ,O S-LOCATION O O O
음 양구 미세먼지 ㅎㅎ,O S-LOCATION O O
음 화천 공기 미세먼지 ㅎㅎ,O S-LOCATION O O O
음 함안 공기 미세먼지 ㅎㅎ,O S-LOCATION O O O
음 영광 미세먼지 ㅎㅎ,O S-LOCATION O O
하 고흥 미세먼지 ㅎㅎ,O S-LOCATION O O
하 원주 마스크 필요하나 ㅎㅎ,O S-LOCATION O O O
하 서천 미세먼지 ㅎㅎ,O S-LOCATION O O
하 여수 미세먼지 ㅎㅎ,O S-LOCATION O O
하 진주 공기 공기 ㅎㅎ,O S-LOCATION O O O
하 논산 마스크 가져갈래 ㅎㅎ,O S-LOCATION O O O
하 의령 미세먼지 ㅎㅎ,O S-LOCATION O O
하 태백 미세먼지 ㅎㅎ,O S-LOCATION O O
하 신안 미세먼지 ㅎㅎ,O S-LOCATION O O
하 봉화 미세먼지 ㅎㅎ,O S-LOCATION O O
하 안산 마스크 쓸까 ㅎㅎ,O S-LOCATION O O O
강릉 그럼 미세먼지 ㅎㅎ,S-LOCATION O O O
의정부 그면 마스크 써야하나 ㅎㅎ,S-LOCATION O O O O
목포 그면 미세먼지 ㅎㅎ,S-LOCATION O O O
화천 ㅋㅋ 미세먼지 ㅎㅎ,S-LOCATION O O O
창녕 ㅋㅋ 미세먼지 ㅎㅎ,S-LOCATION O O O
김천 ㅋㅋ 마스크 필요하나 ㅎㅎ,S-LOCATION O O O O
곡성 아니 공기 공기 ㅎㅎ,S-LOCATION O O O O
삼척 아니 마스크 챙겨야 하나 ㅎㅎ,S-LOCATION O O O O O
울릉 혹시 공기 미세먼지 ㅎㅎ,S-LOCATION O O O O
장흥 혹시 마스크 가져가야하나 ㅎㅎ,S-LOCATION O O O O
서천 혹시 황사 올까 ㅎㅎ,S-LOCATION O O O O
예천 혹시 미세먼지 ㅎㅎ,S-LOCATION O O O
부여 혹시 황사 올까 ㅎㅎ,S-LOCATION O O O O
창녕 혹시 공기 미세먼지 ㅎㅎ,S-LOCATION O O O O
양평 혹시 미세먼지 ㅎㅎ,S-LOCATION O O O
의령 혹시 미세먼지 ㅎㅎ,S-LOCATION O O O
거제 혹시 미세먼지 ㅎㅎ,S-LOCATION O O O
포천 설마 공기상태 ㅎㅎ,S-LOCATION O O O
태백 설마 마스크 필요하나 ㅎㅎ,S-LOCATION O O O O
광양 설마 마스크 써야 하나 ㅎㅎ,S-LOCATION O O O O O
옥천 설마 미세먼지 ㅎㅎ,S-LOCATION O O O
전주 설마 마스크 챙길까예 ㅎㅎ,S-LOCATION O O O O
고양 설마 황사 심하냐고 ㅎㅎ,S-LOCATION O O O O
군산 그럼 마스크 챙겨야해 ㅎㅎ,S-LOCATION O O O O
홍성 그럼 미세먼지 ㅎㅎ,S-LOCATION O O O
예천 그럼 미세먼지 어떨까 ㅎㅎ,S-LOCATION O O O O
안산 그럼 공기 미세먼지 ㅎㅎ,S-LOCATION O O O O
청주 그럼 오존 심하냐고 ㅎㅎ,S-LOCATION O O O O
제천 그럼 공기 어떠냐 ㅎㅎ,S-LOCATION O O O O
금산 그럼 마스크 챙길까예 ㅎㅎ,S-LOCATION O O O O
청양 그럼 공기 ㅎㅎ,S-LOCATION O O O
상주 그러면 오존 올까 ㅎㅎ,S-LOCATION O O O O
의령 그러면 공기 미세먼지 ㅎㅎ,S-LOCATION O O O O
하동 그러면 공기 미세먼지 ㅎㅎ,S-LOCATION O O O O
홍성 그러면 마스크 써야 하나 ㅎㅎ,S-LOCATION O O O O O
목요일 음 음성 오존 올까 ㅎㅎ,S-DATE O S-LOCATION O O O
내일 음 영동 공기 어떠냐 ㅎㅎ,S-DATE O S-LOCATION O O O
목요일 음 철원 공기 미세먼지 ㅎㅎ,S-DATE O S-LOCATION O O O
내일 음 경주 미세먼지 ㅎㅎ,S-DATE O S-LOCATION O O
목요일 음 철원 마스크 가져갈래 ㅎㅎ,S-DATE O S-LOCATION O O O
내일 음 양구 미세먼지 ㅎㅎ,S-DATE O S-LOCATION O O
목요일 음 화천 공기 미세먼지 ㅎㅎ,S-DATE O S-LOCATION O O O
목요일 음 함안 공기 미세먼지 ㅎㅎ,S-DATE O S-LOCATION O O O
목요일 음 영광 미세먼지 ㅎㅎ,S-DATE O S-LOCATION O O
목요일 하 고흥 미세먼지 ㅎㅎ,S-DATE O S-LOCATION O O
목요일 하 원주 마스크 필요하나 ㅎㅎ,S-DATE O S-LOCATION O O O
목요일 하 서천 미세먼지 ㅎㅎ,S-DATE O S-LOCATION O O
내일 하 여수 미세먼지 ㅎㅎ,S-DATE O S-LOCATION O O
내일 하 진주 공기 공기상태 ㅎㅎ,S-DATE O S-LOCATION O O O
내일 하 논산 마스크 가져갈래 ㅎㅎ,S-DATE O S-LOCATION O O O
내일 하 의령 미세먼지 ㅎㅎ,S-DATE O S-LOCATION O O
내일 하 태백 미세먼지 ㅎㅎ,S-DATE O S-LOCATION O O
내일 하 신안 미세먼지 ㅎㅎ,S-DATE O S-LOCATION O O
내일 하 봉화 미세먼지 ㅎㅎ,S-DATE O S-LOCATION O O
내일 하 안산 마스크 쓸까 ㅎㅎ,S-DATE O S-LOCATION O O O
금요일 강릉 그럼 미세먼지 ㅎㅎ,S-DATE S-LOCATION O O O
금요일 의정부 그면 마스크 써야하나 ㅎㅎ,S-DATE S-LOCATION O O O O
금요일 목포 그면 미세먼지 ㅎㅎ,S-DATE S-LOCATION O O O
금요일 화천 ㅋㅋ 미세먼지 ㅎㅎ,S-DATE S-LOCATION O O O
금요일 창녕 ㅋㅋ 미세먼지 ㅎㅎ,S-DATE S-LOCATION O O O
모레 김천 ㅋㅋ 마스크 필요하나 ㅎㅎ,S-DATE S-LOCATION O O O O
모레 곡성 아니 공기 공기상태 ㅎㅎ,S-DATE S-LOCATION O O O O
모레 삼척 아니 마스크 챙겨야 하나 ㅎㅎ,S-DATE S-LOCATION O O O O O
모레 울릉 혹시 공기 미세먼지 ㅎㅎ,S-DATE S-LOCATION O O O O
모레 장흥 혹시 마스크 가져가야하나 ㅎㅎ,S-DATE S-LOCATION O O O O
모레 서천 혹시 오존 올까 ㅎㅎ,S-DATE S-LOCATION O O O O
모레 예천 혹시 미세먼지 ㅎㅎ,S-DATE S-LOCATION O O O
모레 부여 혹시 오존 올까 ㅎㅎ,S-DATE S-LOCATION O O O O
모레 창녕 혹시 공기 미세먼지 ㅎㅎ,S-DATE S-LOCATION O O O O
모레 양평 혹시 미세먼지 ㅎㅎ,S-DATE S-LOCATION O O O
현재 의령 혹시 미세먼지 ㅎㅎ,S-DATE S-LOCATION O O O
현재 거제 혹시 미세먼지 ㅎㅎ,S-DATE S-LOCATION O O O
현재 포천 설마 공기상태 ㅎㅎ,S-DATE S-LOCATION O O O
현재 태백 설마 마스크 필요하나 ㅎㅎ,S-DATE S-LOCATION O O O O
현재 광양 설마 마스크 써야 하나 ㅎㅎ,S-DATE S-LOCATION O O O O O
현재 옥천 설마 미세먼지 ㅎㅎ,S-DATE S-LOCATION O O O
현재 전주 설마 마스크 챙길까예 ㅎㅎ,S-DATE S-LOCATION O O O O
현재 고양 설마 오존 심하냐고 ㅎㅎ,S-DATE S-LOCATION O O O O
현재 군산 그럼 마스크 챙겨야해 ㅎㅎ,S-DATE S-LOCATION O O O O
내일 홍성 그럼 미세먼지 ㅎㅎ,S-DATE S-LOCATION O O O
일요일 안산 그럼 공기 미세먼지 ㅎㅎ,S-DATE S-LOCATION O O O O
일요일 청주 그럼 오존 심하냐고 ㅎㅎ,S-DATE S-LOCATION O O O O
일요일 제천 그럼 공기 어떠냐 ㅎㅎ,S-DATE S-LOCATION O O O O
일요일 금산 그럼 마스크 챙길까예 ㅎㅎ,S-DATE S-LOCATION O O O O
수요일 청양 그럼 공기 ㅎㅎ,S-DATE S-LOCATION O O O
수요일 상주 그러면 오존 올까 ㅎㅎ,S-DATE S-LOCATION O O O O
수요일 의령 그러면 공기 미세먼지 ㅎㅎ,S-DATE S-LOCATION O O O O
수요일 하동 그러면 공기 미세먼지 ㅎㅎ,S-DATE S-LOCATION O O O O
수요일 홍성 그러면 마스크 써야 하나 ㅎㅎ,S-DATE S-LOCATION O O O O O
일요일 음 음성 오존 올까 ㅎㅎ,S-DATE O S-LOCATION O O O
내일 음 영동 공기 어떠냐 ㅎㅎ,S-DATE O S-LOCATION O O O
